"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"289","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","115","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"290","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","115","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"291","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","115","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"292","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","131","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"293","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","131","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"294","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","131","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"295","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","157","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"296","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","157","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"297","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","167","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"298","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","167","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"299","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","7","1","ApexSharingViolations","Apex classes should declare a sharing model if DML or SOQL/SOSL is used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations","Security","pmd"
"300","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"301","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","16","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"302","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","45","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"303","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","54","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"304","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","54","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"305","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","76","25","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"306","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","76","25","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"307","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","81","25","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"308","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","81","25","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"309","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","87","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"310","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","87","17","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"311","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","104","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"312","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","120","9","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"313","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","132","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"314","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","154","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"315","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","155","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"316","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","156","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"317","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","157","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"318","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","158","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"319","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","166","16","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"320","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","178","16","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"321","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeUtility.cls","187","16","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"322","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","8","1","ApexSharingViolations","Apex classes should declare a sharing model if DML or SOQL/SOSL is used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations","Security","pmd"
"323","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","8","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"324","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","18","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"325","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","39","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"326","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","76","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"327","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","76","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"328","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","129","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"329","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","137","49","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"330","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","174","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"331","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","175","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"332","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","176","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"333","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","177","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"334","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","178","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"335","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","179","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"336","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","180","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"337","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","181","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"338","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateProcessor.cls","186","16","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
